period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-01-04T14,AVA,Avista Corporation,OTH,Other,131,megawatthours
2024-01-04T14,SRP,Salt River Project Agricultural Improvement and Power District,WAT,Hydro,0,megawatthours
2024-01-04T14,SW,Southwest,NG,Natural gas,6882,megawatthours
2024-01-04T14,TEX,Texas,WND,Wind,12839,megawatthours
2024-01-04T14,CPLW,Duke Energy Progress West,NG,Natural gas,366,megawatthours
2024-01-04T14,CPLE,Duke Energy Progress East,OTH,Other,1087,megawatthours
2024-01-04T14,NYIS,New York Independent System Operator,OIL,Petroleum,20,megawatthours
2024-01-04T14,ISNE,ISO New England,OIL,Petroleum,0,megawatthours
2024-01-04T14,AZPS,Arizona Public Service Company,SUN,Solar,0,megawatthours
2024-01-04T14,NWMT,NorthWestern Corporation,WAT,Hydro,439,megawatthours
2024-01-04T14,BPAT,Bonneville Power Administration,SUN,Solar,-1,megawatthours
2024-01-04T14,PSCO,Public Service Company of Colorado,NG,Natural gas,3082,megawatthours
2024-01-04T14,FLA,Florida,NUC,Nuclear,2834,megawatthours
2024-01-04T14,PNM,Public Service Company of New Mexico,COL,Coal,408,megawatthours
2024-01-04T14,TVA,Tennessee Valley Authority,OIL,Petroleum,0,megawatthours
2024-01-04T14,AVRN,"Avangrid Renewables, LLC",WND,Wind,504,megawatthours
2024-01-04T14,US48,United States Lower 48,WAT,Hydro,34970,megawatthours
2024-01-04T14,SRP,Salt River Project Agricultural Improvement and Power District,WND,Wind,17,megawatthours
2024-01-04T14,NW,Northwest,OTH,Other,1132,megawatthours
2024-01-04T14,NW,Northwest,COL,Coal,9094,megawatthours
2024-01-04T14,CPLE,Duke Energy Progress East,COL,Coal,1135,megawatthours
2024-01-04T14,NE,New England,NUC,Nuclear,3357,megawatthours
2024-01-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,12839,megawatthours
2024-01-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,5115,megawatthours
2024-01-04T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Natural gas,742,megawatthours
2024-01-04T14,WAUW,Western Area Power Administration - Upper Great Plains West,WAT,Hydro,65,megawatthours
2024-01-04T14,SEC,Seminole Electric Cooperative,NG,Natural gas,1258,megawatthours
2024-01-04T14,DUK,Duke Energy Carolinas,SUN,Solar,127,megawatthours
2024-01-04T14,SC,South Carolina Public Service Authority,WAT,Hydro,176,megawatthours
2024-01-04T14,NEVP,Nevada Power Company,WAT,Hydro,1,megawatthours
2024-01-04T14,IPCO,Idaho Power Company,SUN,Solar,0,megawatthours
2024-01-04T14,TAL,City of Tallahassee,SUN,Solar,9,megawatthours
2024-01-04T14,PSEI,"Puget Sound Energy, Inc.",WAT,Hydro,64,megawatthours
2024-01-04T14,IPCO,Idaho Power Company,WND,Wind,204,megawatthours
2024-01-04T14,PJM,"PJM Interconnection, LLC",OTH,Other,1172,megawatthours
2024-01-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural gas,26009,megawatthours
2024-01-04T14,US48,United States Lower 48,OIL,Petroleum,404,megawatthours
2024-01-04T14,MIDW,Midwest,OTH,Other,416,megawatthours
2024-01-04T14,PACW,PacifiCorp West,SUN,Solar,0,megawatthours
2024-01-04T14,FLA,Florida,OTH,Other,4222,megawatthours
2024-01-04T14,BANC,Balancing Authority of Northern California,OTH,Other,14,megawatthours
2024-01-04T14,MIDA,Mid-Atlantic,SUN,Solar,1253,megawatthours
2024-01-04T14,NY,New York,NUC,Nuclear,3294,megawatthours
2024-01-04T14,SE,Southeast,NG,Natural gas,19491,megawatthours
2024-01-04T14,TEC,Tampa Electric Company,OTH,Other,56,megawatthours
2024-01-04T14,WACM,Western Area Power Administration - Rocky Mountain Region,NG,Natural gas,549,megawatthours
2024-01-04T14,GRID,"Gridforce Energy Management, LLC",SUN,Solar,0,megawatthours
2024-01-04T14,FPC,"Duke Energy Florida, Inc.",WAT,Hydro,21,megawatthours
2024-01-04T14,CPLE,Duke Energy Progress East,NUC,Nuclear,3709,megawatthours
2024-01-04T14,GRID,"Gridforce Energy Management, LLC",WND,Wind,88,megawatthours
2024-01-04T14,TEN,Tennessee,OTH,Other,25,megawatthours
2024-01-04T14,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,26054,megawatthours
2024-01-04T14,TEN,Tennessee,WAT,Hydro,3007,megawatthours
2024-01-04T14,NY,New York,WND,Wind,863,megawatthours
2024-01-04T14,FMPP,Florida Municipal Power Pool,OIL,Petroleum,0,megawatthours
2024-01-04T14,PNM,Public Service Company of New Mexico,WND,Wind,870,megawatthours
2024-01-04T14,TVA,Tennessee Valley Authority,OTH,Other,25,megawatthours
2024-01-04T14,DOPD,PUD No. 1 of Douglas County,WAT,Hydro,489,megawatthours
2024-01-04T14,PSEI,"Puget Sound Energy, Inc.",COL,Coal,0,megawatthours
2024-01-04T14,PNM,Public Service Company of New Mexico,SUN,Solar,-1,megawatthours
2024-01-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,3,megawatthours
2024-01-04T14,TEC,Tampa Electric Company,COL,Coal,197,megawatthours
2024-01-04T14,SW,Southwest,WAT,Hydro,257,megawatthours
2024-01-04T14,NYIS,New York Independent System Operator,WAT,Hydro,3728,megawatthours
2024-01-04T14,AECI,"Associated Electric Cooperative, Inc.",COL,Coal,2231,megawatthours
2024-01-04T14,NY,New York,COL,Coal,0,megawatthours
2024-01-04T14,PGE,Portland General Electric Company,WND,Wind,0,megawatthours
2024-01-04T14,BPAT,Bonneville Power Administration,OTH,Other,183,megawatthours
2024-01-04T14,NEVP,Nevada Power Company,NUC,Nuclear,0,megawatthours
2024-01-04T14,ISNE,ISO New England,WAT,Hydro,1156,megawatthours
2024-01-04T14,GRID,"Gridforce Energy Management, LLC",NG,Natural gas,1344,megawatthours
2024-01-04T14,CAL,California,NG,Natural gas,13118,megawatthours
2024-01-04T14,CISO,California Independent System Operator,NUC,Nuclear,2255,megawatthours
2024-01-04T14,PSCO,Public Service Company of Colorado,COL,Coal,1096,megawatthours
2024-01-04T14,FLA,Florida,OIL,Petroleum,24,megawatthours
2024-01-04T14,DUK,Duke Energy Carolinas,COL,Coal,4917,megawatthours
2024-01-04T14,JEA,JEA,COL,Coal,446,megawatthours
2024-01-04T14,WWA,"NaturEner Wind Watch, LLC",WND,Wind,132,megawatthours
2024-01-04T14,US48,United States Lower 48,WND,Wind,38828,megawatthours
2024-01-04T14,SCEG,"Dominion Energy South Carolina, Inc.",WAT,Hydro,72,megawatthours
2024-01-04T14,AECI,"Associated Electric Cooperative, Inc.",WND,Wind,137,megawatthours
2024-01-04T14,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,2613,megawatthours
2024-01-04T14,PSEI,"Puget Sound Energy, Inc.",OIL,Petroleum,0,megawatthours
2024-01-04T14,CAL,California,OTH,Other,664,megawatthours
2024-01-04T14,CPLE,Duke Energy Progress East,SUN,Solar,700,megawatthours
2024-01-04T14,CAL,California,COL,Coal,220,megawatthours
2024-01-04T14,NE,New England,OTH,Other,605,megawatthours
2024-01-04T14,SE,Southeast,COL,Coal,6208,megawatthours
2024-01-04T13,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural gas,40915,megawatthours
2024-01-04T13,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,3,megawatthours
2024-01-04T13,BANC,Balancing Authority of Northern California,OTH,Other,16,megawatthours
2024-01-04T13,FLA,Florida,OTH,Other,4226,megawatthours
2024-01-04T13,BPAT,Bonneville Power Administration,NG,Natural gas,662,megawatthours
2024-01-04T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Natural gas,20105,megawatthours
2024-01-04T13,AZPS,Arizona Public Service Company,OTH,Other,29,megawatthours
2024-01-04T13,SE,Southeast,WND,Wind,0,megawatthours
2024-01-04T13,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Natural gas,746,megawatthours
2024-01-04T13,FPC,"Duke Energy Florida, Inc.",OIL,Petroleum,63,megawatthours
2024-01-04T13,TVA,Tennessee Valley Authority,SUN,Solar,-4,megawatthours
2024-01-04T13,CPLE,Duke Energy Progress East,OIL,Petroleum,0,megawatthours
2024-01-04T13,FMPP,Florida Municipal Power Pool,OTH,Other,21,megawatthours
2024-01-04T13,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,-1,megawatthours
2024-01-04T13,NY,New York,COL,Coal,0,megawatthours
2024-01-04T13,SW,Southwest,NG,Natural gas,6444,megawatthours
2024-01-04T13,SW,Southwest,OIL,Petroleum,0,megawatthours
2024-01-04T13,NW,Northwest,SUN,Solar,-11,megawatthours
2024-01-04T13,SOCO,"Southern Company Services, Inc. - Trans",NUC,Nuclear,6571,megawatthours
2024-01-04T13,CENT,Central,OIL,Petroleum,2,megawatthours
2024-01-04T13,TEPC,Tucson Electric Power,COL,Coal,756,megawatthours
2024-01-04T13,CHPD,Public Utility District No. 1 of Chelan County,WND,Wind,6,megawatthours
2024-01-04T13,MIDA,Mid-Atlantic,SUN,Solar,434,megawatthours
2024-01-04T13,CISO,California Independent System Operator,WAT,Hydro,1879,megawatthours
2024-01-04T13,SOCO,"Southern Company Services, Inc. - Trans",COL,Coal,6441,megawatthours
2024-01-04T13,IPCO,Idaho Power Company,SUN,Solar,0,megawatthours
2024-01-04T13,LDWP,Los Angeles Department of Water and Power,WAT,Hydro,27,megawatthours
2024-01-04T13,NYIS,New York Independent System Operator,OTH,Other,153,megawatthours
2024-01-04T13,SRP,Salt River Project Agricultural Improvement and Power District,OTH,Other,-1,megawatthours
2024-01-04T13,MIDA,Mid-Atlantic,WAT,Hydro,4703,megawatthours
2024-01-04T13,TEPC,Tucson Electric Power,SUN,Solar,0,megawatthours
2024-01-04T13,NY,New York,SUN,Solar,0,megawatthours
2024-01-04T13,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,412,megawatthours
2024-01-04T13,PACE,PacifiCorp East,COL,Coal,2530,megawatthours
2024-01-04T13,PGE,Portland General Electric Company,WND,Wind,0,megawatthours
2024-01-04T13,IID,Imperial Irrigation District,WAT,Hydro,1,megawatthours
2024-01-04T13,PJM,"PJM Interconnection, LLC",WND,Wind,1735,megawatthours
2024-01-04T13,FPC,"Duke Energy Florida, Inc.",COL,Coal,697,megawatthours
2024-01-04T13,DUK,Duke Energy Carolinas,COL,Coal,4880,megawatthours
2024-01-04T13,NW,Northwest,WAT,Hydro,10038,megawatthours
2024-01-04T13,PSEI,"Puget Sound Energy, Inc.",COL,Coal,0,megawatthours
2024-01-04T13,AZPS,Arizona Public Service Company,WND,Wind,162,megawatthours
2024-01-04T13,DOPD,PUD No. 1 of Douglas County,WAT,Hydro,432,megawatthours
2024-01-04T13,CPLE,Duke Energy Progress East,NG,Natural gas,2065,megawatthours
2024-01-04T13,PNM,Public Service Company of New Mexico,OTH,Other,6,megawatthours
2024-01-04T13,US48,United States Lower 48,OTH,Other,9479,megawatthours
2024-01-04T13,BPAT,Bonneville Power Administration,NUC,Nuclear,1155,megawatthours
2024-01-04T13,NW,Northwest,NUC,Nuclear,1155,megawatthours
2024-01-04T13,MIDW,Midwest,OTH,Other,412,megawatthours
2024-01-04T13,SCEG,"Dominion Energy South Carolina, Inc.",WAT,Hydro,149,megawatthours
2024-01-04T13,NYIS,New York Independent System Operator,COL,Coal,0,megawatthours
2024-01-04T13,TEC,Tampa Electric Company,SUN,Solar,1,megawatthours
2024-01-04T13,TVA,Tennessee Valley Authority,COL,Coal,4423,megawatthours
2024-01-04T13,IID,Imperial Irrigation District,OTH,Other,511,megawatthours
2024-01-04T13,NE,New England,NG,Natural gas,6858,megawatthours
2024-01-04T13,SE,Southeast,NUC,Nuclear,6571,megawatthours
2024-01-04T13,TEC,Tampa Electric Company,COL,Coal,198,megawatthours
2024-01-04T13,FMPP,Florida Municipal Power Pool,NG,Natural gas,1590,megawatthours
2024-01-04T13,SOCO,"Southern Company Services, Inc. - Trans",WAT,Hydro,2426,megawatthours
2024-01-04T13,MIDW,Midwest,WND,Wind,2264,megawatthours
2024-01-04T13,US48,United States Lower 48,NUC,Nuclear,92686,megawatthours
2024-01-04T13,FMPP,Florida Municipal Power Pool,COL,Coal,108,megawatthours
2024-01-04T13,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,11,megawatthours
2024-01-04T13,NEVP,Nevada Power Company,OTH,Other,528,megawatthours
2024-01-04T13,US48,United States Lower 48,OIL,Petroleum,370,megawatthours
2024-01-04T13,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,-1,megawatthours
2024-01-04T13,NWMT,NorthWestern Corporation,WND,Wind,326,megawatthours
2024-01-04T13,CENT,Central,NG,Natural gas,11021,megawatthours
2024-01-04T13,NW,Northwest,COL,Coal,8993,megawatthours
2024-01-04T13,CAL,California,COL,Coal,220,megawatthours
2024-01-04T13,FMPP,Florida Municipal Power Pool,NUC,Nuclear,66,megawatthours
2024-01-04T13,NYIS,New York Independent System Operator,WND,Wind,787,megawatthours
2024-01-04T13,FPC,"Duke Energy Florida, Inc.",NG,Natural gas,3553,megawatthours
2024-01-04T13,NE,New England,WAT,Hydro,1025,megawatthours
2024-01-04T13,EPE,El Paso Electric Company,NG,Natural gas,767,megawatthours
2024-01-04T13,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,24976,megawatthours
2024-01-04T13,IPCO,Idaho Power Company,NG,Natural gas,667,megawatthours
2024-01-04T13,PJM,"PJM Interconnection, LLC",WAT,Hydro,4703,megawatthours
2024-01-04T13,NWMT,NorthWestern Corporation,OIL,Petroleum,21,megawatthours
2024-01-04T13,SEC,Seminole Electric Cooperative,NG,Natural gas,1323,megawatthours
2024-01-04T13,CENT,Central,WND,Wind,12285,megawatthours
2024-01-04T13,PACW,PacifiCorp West,OTH,Other,48,megawatthours
2024-01-04T13,IPCO,Idaho Power Company,WND,Wind,142,megawatthours
2024-01-04T13,NW,Northwest,NG,Natural gas,12867,megawatthours
2024-01-04T13,FLA,Florida,WAT,Hydro,20,megawatthours
2024-01-04T13,MIDA,Mid-Atlantic,OIL,Petroleum,222,megawatthours
2024-01-04T13,MIDW,Midwest,SUN,Solar,3,megawatthours
2024-01-04T13,FPL,Florida Power & Light Co.,OTH,Other,4016,megawatthours
2024-01-04T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2024-01-04T13,TEN,Tennessee,WAT,Hydro,2959,megawatthours
2024-01-04T13,TEC,Tampa Electric Company,OIL,Petroleum,0,megawatthours
2024-01-04T13,CAR,Carolinas,WAT,Hydro,2026,megawatthours
2024-01-04T13,TVA,Tennessee Valley Authority,NG,Natural gas,7680,megawatthours
2024-01-04T13,SWPP,Southwest Power Pool,NUC,Nuclear,1825,megawatthours
2024-01-04T13,SW,Southwest,NUC,Nuclear,4030,megawatthours
2024-01-04T13,PNM,Public Service Company of New Mexico,SUN,Solar,-1,megawatthours
2024-01-04T13,SCEG,"Dominion Energy South Carolina, Inc.",OTH,Other,0,megawatthours
2024-01-04T13,SRP,Salt River Project Agricultural Improvement and Power District,NG,Natural gas,2158,megawatthours
2024-01-04T13,AZPS,Arizona Public Service Company,NG,Natural gas,801,megawatthours
2024-01-04T13,US48,United States Lower 48,SUN,Solar,548,megawatthours
2024-01-04T13,ISNE,ISO New England,SUN,Solar,2,megawatthours
2024-01-04T13,CAR,Carolinas,SUN,Solar,93,megawatthours
2024-01-04T13,CENT,Central,WAT,Hydro,2146,megawatthours
2024-01-04T13,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,10657,megawatthours
2024-01-04T13,PACE,PacifiCorp East,OTH,Other,73,megawatthours
2024-01-04T13,PSEI,"Puget Sound Energy, Inc.",OTH,Other,26,megawatthours
2024-01-04T13,SEC,Seminole Electric Cooperative,SUN,Solar,0,megawatthours
2024-01-04T13,CPLE,Duke Energy Progress East,WAT,Hydro,54,megawatthours
2024-01-04T13,IID,Imperial Irrigation District,NG,Natural gas,95,megawatthours
2024-01-04T13,PGE,Portland General Electric Company,NG,Natural gas,786,megawatthours
2024-01-04T13,IID,Imperial Irrigation District,SUN,Solar,0,megawatthours
2024-01-04T13,PSEI,"Puget Sound Energy, Inc.",WAT,Hydro,63,megawatthours
2024-01-04T13,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,0,megawatthours
2024-01-04T13,NYIS,New York Independent System Operator,WAT,Hydro,3690,megawatthours
2024-01-04T13,TVA,Tennessee Valley Authority,WND,Wind,6,megawatthours
2024-01-04T13,TEN,Tennessee,NUC,Nuclear,8558,megawatthours
2024-01-04T13,WWA,"NaturEner Wind Watch, LLC",WND,Wind,142,megawatthours
2024-01-04T13,CENT,Central,COL,Coal,8854,megawatthours
2024-01-04T13,NWMT,NorthWestern Corporation,NG,Natural gas,140,megawatthours
2024-01-04T13,CPLE,Duke Energy Progress East,OTH,Other,1145,megawatthours
2024-01-04T13,PACE,PacifiCorp East,SUN,Solar,0,megawatthours
2024-01-04T13,ISNE,ISO New England,WND,Wind,61,megawatthours
2024-01-04T13,PACE,PacifiCorp East,WND,Wind,210,megawatthours
2024-01-04T13,IPCO,Idaho Power Company,OTH,Other,66,megawatthours
2024-01-04T13,AZPS,Arizona Public Service Company,SUN,Solar,0,megawatthours
2024-01-04T13,CAR,Carolinas,COL,Coal,9762,megawatthours
2024-01-04T13,CAR,Carolinas,OIL,Petroleum,0,megawatthours
2024-01-04T13,FPC,"Duke Energy Florida, Inc.",OTH,Other,86,megawatthours
2024-01-04T13,TAL,City of Tallahassee,SUN,Solar,0,megawatthours
2024-01-04T13,BPAT,Bonneville Power Administration,OTH,Other,184,megawatthours
2024-01-04T13,FPL,Florida Power & Light Co.,SUN,Solar,55,megawatthours
2024-01-04T13,FLA,Florida,COL,Coal,1758,megawatthours
2024-01-04T13,TEX,Texas,WAT,Hydro,3,megawatthours
2024-01-04T13,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,0,megawatthours
2024-01-04T13,MIDW,Midwest,WAT,Hydro,2593,megawatthours
2024-01-04T13,CISO,California Independent System Operator,SUN,Solar,-46,megawatthours
2024-01-04T13,CPLE,Duke Energy Progress East,SUN,Solar,79,megawatthours
2024-01-04T13,NEVP,Nevada Power Company,WND,Wind,10,megawatthours
2024-01-04T13,ISNE,ISO New England,NG,Natural gas,6858,megawatthours
2024-01-04T13,ISNE,ISO New England,OTH,Other,601,megawatthours
2024-01-04T13,PSCO,Public Service Company of Colorado,WND,Wind,1142,megawatthours
2024-01-04T13,CISO,California Independent System Operator,NG,Natural gas,10218,megawatthours
2024-01-04T13,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,5115,megawatthours
2024-01-04T13,TVA,Tennessee Valley Authority,WAT,Hydro,2959,megawatthours
2024-01-04T13,PNM,Public Service Company of New Mexico,WAT,Hydro,0,megawatthours
2024-01-04T13,AVA,Avista Corporation,WAT,Hydro,213,megawatthours
2024-01-04T13,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,WAT,Hydro,75,megawatthours
2024-01-04T13,LDWP,Los Angeles Department of Water and Power,OTH,Other,219,megawatthours
2024-01-04T13,SWPP,Southwest Power Pool,NG,Natural gas,11021,megawatthours
2024-01-04T13,TIDC,Turlock Irrigation District,NG,Natural gas,248,megawatthours
2024-01-04T13,MIDA,Mid-Atlantic,COL,Coal,17690,megawatthours
2024-01-04T13,PSCO,Public Service Company of Colorado,COL,Coal,1087,megawatthours
2024-01-04T13,MIDW,Midwest,OIL,Petroleum,0,megawatthours
2024-01-04T13,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2024-01-04T13,NWMT,NorthWestern Corporation,SUN,Solar,0,megawatthours
2024-01-04T13,FLA,Florida,NG,Natural gas,16523,megawatthours
2024-01-04T13,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2024-01-04T13,PSEI,"Puget Sound Energy, Inc.",NG,Natural gas,871,megawatthours
2024-01-04T13,SPA,Southwestern Power Administration,OTH,Other,0,megawatthours
2024-01-04T13,ISNE,ISO New England,NUC,Nuclear,3359,megawatthours
2024-01-04T13,PJM,"PJM Interconnection, LLC",OTH,Other,1109,megawatthours
2024-01-04T13,PACW,PacifiCorp West,WAT,Hydro,230,megawatthours
2024-01-04T13,TEPC,Tucson Electric Power,WND,Wind,275,megawatthours
2024-01-04T13,US48,United States Lower 48,COL,Coal,103332,megawatthours
2024-01-04T13,NE,New England,WND,Wind,61,megawatthours
2024-01-04T13,SRP,Salt River Project Agricultural Improvement and Power District,NUC,Nuclear,4030,megawatthours
2024-01-04T13,FMPP,Florida Municipal Power Pool,OIL,Petroleum,0,megawatthours
2024-01-04T13,AECI,"Associated Electric Cooperative, Inc.",WND,Wind,133,megawatthours
2024-01-04T13,WACM,Western Area Power Administration - Rocky Mountain Region,COL,Coal,3570,megawatthours
2024-01-04T13,CISO,California Independent System Operator,NUC,Nuclear,2256,megawatthours
2024-01-04T13,TEPC,Tucson Electric Power,OTH,Other,0,megawatthours
2024-01-04T13,TEX,Texas,WND,Wind,9752,megawatthours
2024-01-04T13,MIDA,Mid-Atlantic,OTH,Other,1109,megawatthours
2024-01-04T13,PSCO,Public Service Company of Colorado,OIL,Petroleum,0,megawatthours
2024-01-04T13,NE,New England,NUC,Nuclear,3359,megawatthours
2024-01-04T13,PSCO,Public Service Company of Colorado,NG,Natural gas,2713,megawatthours
2024-01-04T13,WALC,Western Area Power Administration - Desert Southwest Region,WND,Wind,0,megawatthours
2024-01-04T13,IPCO,Idaho Power Company,OIL,Petroleum,0,megawatthours
2024-01-04T13,SW,Southwest,OTH,Other,34,megawatthours
2024-01-04T13,PNM,Public Service Company of New Mexico,COL,Coal,409,megawatthours
